Index,Artist,Title,Mood,Link
ML264,The Secret Sisters,The One I Love Is Gone,relaxed,https://genius.com/The-Secret-Sisters-The-One-I-Love-Is-Gone-lyrics
ML265,Shelby Lynne,Family Tree,sad,https://genius.com/Shelby-Lynne-Family-Tree-lyrics
ML266,Ra Ra Riot,Foolish,sad,https://genius.com/Ra-Ra-Riot-Foolish-lyrics
ML267,Nitin Sawhney,Sunset,relaxed,https://genius.com/Nitin-Sawhney-Sunset-lyrics
ML268,Sidewalk Prophets,You Can Have Me,happy,https://genius.com/Sidewalk-Prophets-You-Can-Have-Me-lyrics
ML269,Rebecca St. James,Song Of Love,happy,https://genius.com/Rebecca-St-James-Song-Of-Love-lyrics
ML270,Aaron Shust,My Savior My God,happy,https://genius.com/Aaron-Shust-My-Savior-My-God-lyrics
ML271,By The Tree,Beautiful One,happy,https://genius.com/By-The-Tree-Beautiful-One-lyrics
ML272,Josh Wilson,Before The Morning,angry,https://genius.com/Josh-Wilson-Before-The-Morning-lyrics
ML273,Aaron Shust,Give Me Words To Speak,relaxed,https://genius.com/Aaron-Shust-Give-Me-Words-To-Speak-lyrics
ML274,Jeremy Camp,Take You Back,angry,https://genius.com/Jeremy-Camp-Take-You-Back-lyrics
ML275,Jeremy Camp,Beautiful One,happy,https://genius.com/Jeremy-Camp-Beautiful-One-lyrics
ML276,Rich Mullins,Awesome God,happy,https://genius.com/Rich-Mullins-Awesome-God-lyrics
ML277,City On A Hill,God Of Wonders,relaxed,http://www.songlyrics.com/city-on-a-hill/God-Of-Wonders-lyrics
ML278,"Phillips, Craig & Dean",Friend Of God,happy,https://genius.com/Phillips-Craig-and-Dean-Friend-Of-God-lyrics
ML279,Third Day,I've Always Loved You,happy,https://genius.com/Third-Day-Ive-Always-Loved-You-lyrics
ML280,Building 429,I Believe ,happy,https://genius.com/Building-429-I-Believe-lyrics
ML281,DecembeRadio,Love Can,happy,https://genius.com/DecembeRadio-Love-Can-lyrics
ML282,Avalon,Testify To Love,relaxed,https://genius.com/Avalon-Testify-To-Love-lyrics
ML283,Sonicflood,I Could Sing Of Your Love Forever,happy,https://genius.com/Sonicflood-I-Could-Sing-Of-Your-Love-Forever-lyrics
ML284,Nichole Nordeman,Time After Time ,sad,https://genius.com/Nichole-Nordeman-Time-After-Time-lyrics
ML285,Marco Antonio Solis,Si No Te Hubieras Ido,sad,https://genius.com/Marco-Antonio-Solis-Si-No-Te-Hubieras-Ido-lyrics
ML286,La Sonora Dinamita,Que Nadie Sepa Mi Sufrir,sad,https://genius.com/La-Sonora-Dinamita-Que-Nadie-Sepa-Mi-Sufrir-lyrics
ML287,Grupo Bryndis,Por Estar Pensando En Ti,sad,https://genius.com/Grupo-Bryndis-Por-Estar-Pensando-En-Ti-lyrics
ML288,Juan Gabriel,Pero Que Necesidad,sad,https://genius.com/Juan-Gabriel-Pero-Que-Necesidad-lyrics
ML289,Bronco,Oficialmente Loco,sad,https://genius.com/Bronco-Oficialmente-Loco-lyrics
ML290,Los Pasteles Verdes,El Solitario,sad,https://genius.com/Los-Pasteles-Verdes-El-Solitario-lyrics
ML291,Ana Barbara,Bandido,sad,https://genius.com/Ana-Barbara-Bandido-lyrics
ML292,Joan Sebastian,Rumores ,sad,https://genius.com/Joan-Sebastian-Rumores-lyrics
ML293,Jose Jose,Lo Dudo,sad,https://genius.com/Jose-Jose-Lo-Dudo-lyrics
ML294,Los Mier,Te Amo,sad,https://genius.com/Los-Mier-Te-Amo-lyrics
ML295,Camilo Sesto,Tarde O Temprano,sad,https://genius.com/Camilo-Sesto-Tarde-O-Temprano-lyrics
ML296,Marco Antonio Solis,Amor En Silencio,sad,https://genius.com/Marco-Antonio-Solis-Amor-En-Silencio-lyrics
ML297,Vicente Fernandez,El Rey,sad,https://genius.com/Vicente-Fernandez-El-Rey-lyrics
ML298,Los Humildes,Vestido Mojado,sad,https://genius.com/Los-Humildes-Vestido-Mojado-lyrics
ML299,Los Bukis,Que Mala,sad,https://genius.com/Los-Bukis-Que-Mala-lyrics
ML300,Joan Sebastian,El Perdedor,sad,https://genius.com/Joan-Sebastian-El-Perdedor-lyrics
ML301,La Mafia,Me Estoy Enamorando,sad,https://genius.com/La-Mafia-Me-Estoy-Enamorando-lyrics
ML302,Banda Machos,Al Gato Y Al Raton,sad,https://genius.com/Banda-Machos-Al-Gato-Y-Al-Raton-lyrics
ML303,Joan Sebastian,Sentimental,sad,https://genius.com/Joan-Sebastian-Sentimental-lyrics
ML304,Palomo,Baraja De Oro,sad,https://genius.com/Palomo-Baraja-De-Oro-lyrics
ML305,The Bee Gees,Night Fever,sad,https://genius.com/The-Bee-Gees-Night-Fever-lyrics
ML306,Deniece Williams,It's Gonna Take A Miracle,happy,https://genius.com/Deniece-Williams-Its-Gonna-Take-A-Miracle-lyrics
ML307,Wings,Silly Love Songs,happy,https://genius.com/Wings-Silly-Love-Songs-lyrics
ML308,Faith Hill,This Kiss,happy,https://genius.com/Faith-Hill-This-Kiss-lyrics
ML309,Daryl Hall & John Oates,Kiss On My List,happy,https://genius.com/Daryl-Hall-and-John-Oates-Kiss-On-My-List-lyrics
ML310,Celine Dion,My Heart Will Go On,happy,https://genius.com/Celine-Dion-My-Heart-Will-Go-On-lyrics
ML311,Cher,Believe,happy,https://genius.com/Cher-Believe-lyrics
ML312,Backstreet Boys,I Want It That Way,angry,https://genius.com/Backstreet-Boys-I-Want-It-That-Way-lyrics
ML313,Lil Wayne,On Fire,angry,https://genius.com/Lil-Wayne-On-Fire-lyrics
ML314,Kylie Minogue,All The Lovers,angry,https://genius.com/Kylie-Minogue-All-The-Lovers-lyrics
ML315,Chromeo,Don't Turn The Lights On,sad,https://genius.com/Chromeo-Dont-Turn-The-Lights-On-lyrics
ML316,Rockell,In A Dream,happy,https://genius.com/Rockell-In-A-Dream-lyrics
ML317,Infernal,From Paris To Berlin,happy,https://genius.com/Infernal-From-Paris-To-Berlin-lyrics
ML318,Ministry,Everyday Is Halloween,angry,https://genius.com/Ministry-Everyday-Is-Halloween-lyrics
ML319,Ferry Corsten,Fire,angry,https://genius.com/Ferry-Corsten-Fire-lyrics
ML320,Yves Larock,Rise Up,relaxed,https://genius.com/Yves-Larock-Rise-Up-lyrics
ML321,Angel City,Love Me Right ,happy,http://www.songlyrics.com/angel-city/Love-Me-Right-lyrics
ML322,MercyMe,Bless Me Indeed,relaxed,https://genius.com/MercyMe-Bless-Me-Indeed-lyrics
ML323,Aaron Shust,Watch Over Me,sad,https://genius.com/Aaron-Shust-Watch-Over-Me-lyrics
ML324,Pocket Full Of Rocks,Song To The King,happy,https://genius.com/Pocket-Full-Of-Rocks-Song-To-The-King-lyrics
ML325,The Museum,Never Look Away,angry,https://genius.com/The-Museum-Never-Look-Away-lyrics
ML326,Brandon Heath,Love Never Fails,happy,https://genius.com/Brandon-Heath-Love-Never-Fails-lyrics
ML327,Above The Golden State,I'll Love You So,happy,https://genius.com/Above-The-Golden-State-Ill-Love-You-So-lyrics
ML328,Jars Of Clay,They'll Know We Are Christians By Our Love,happy,https://genius.com/Jars-Of-Clay-Theyll-Know-We-Are-Christians-By-Our-Love-lyrics
ML329,Mark Schultz,Love Has Come,happy,https://genius.com/Mark-Schultz-Love-Has-Come-lyrics
ML330,Robbie Seay Band,Song Of Hope ,happy,https://genius.com/Robbie-Seay-Band-Song-Of-Hope-lyrics
ML331,Matt Brouwer,Sometimes,angry,http://www.songlyrics.com/matt-brouwer/Sometimes-lyrics
ML332,Third Day,I Believe,happy,https://genius.com/Third-Day-I-Believe-lyrics
ML333,Fee,Glory To God Forever,happy,https://genius.com/Fee-Glory-To-God-Forever-lyrics
ML334,Sade,Somebody Already Broke My Heart,angry,https://genius.com/Sade-Somebody-Already-Broke-My-Heart-lyrics
ML335,Al Green,I'm Still In Love With You,happy,https://genius.com/Al-Green-Im-Still-In-Love-With-You-lyrics
ML336,Phil Collins,Another Day In Paradise,relaxed,https://genius.com/Phil-Collins-Another-Day-In-Paradise-lyrics
ML337,Jonathan Butler,So Strong,happy,https://genius.com/Jonathan-Butler-So-Strong-lyrics
ML338,The Cardigans,Lovefool,happy,https://genius.com/The-Cardigans-Lovefool-lyrics
ML339,Ryan Star,Start A Fire,angry,https://genius.com/Ryan-Star-Start-A-Fire-lyrics
ML340,Dido,Hunter,relaxed,https://genius.com/Dido-Hunter-lyrics
ML341,R.E.M.,Shiny Happy People,happy,https://genius.com/REM-Shiny-Happy-People-lyrics
ML342,Evanescence,My Immortal,angry,https://genius.com/Evanescence-My-Immortal-lyrics
ML343,Michelle Branch,All You Wanted,sad,https://genius.com/Michelle-Branch-All-You-Wanted-lyrics
ML344,Tonic,You Wanted More,happy,https://genius.com/Tonic-You-Wanted-More-lyrics
ML345,Fontella Bass,Rescue Me,happy,https://genius.com/Fontella-Bass-Rescue-Me-lyrics
ML346,The Beach Boys,Wouldn't It Be Nice,relaxed,https://genius.com/The-Beach-Boys-Wouldnt-It-Be-Nice-lyrics
ML347,Three Dog Night,An Old Fashioned Love Song,happy,https://genius.com/Three-Dog-Night-An-Old-Fashioned-Love-Song-lyrics
ML348,The Beatles,Here Comes The Sun,relaxed,https://genius.com/The-Beatles-Here-Comes-The-Sun-lyrics
ML349,Billy Joel,Uptown Girl,relaxed,https://genius.com/Billy-Joel-Uptown-Girl-lyrics
ML350,The Beatles,Love Me Do ,happy,https://genius.com/The-Beatles-Love-Me-Do-lyrics
ML351,The Beatles,In My Life,happy,https://genius.com/The-Beatles-In-My-Life-lyrics
ML352,The Beatles,All You Need Is Love,happy,https://genius.com/The-Beatles-All-You-Need-Is-Love-lyrics
ML353,Johnny Nash,I Can See Clearly Now,relaxed,https://genius.com/Johnny-Nash-I-Can-See-Clearly-Now-lyrics
ML354,Three Dog Night,Joy To The World,happy,https://genius.com/Three-Dog-Night-Joy-To-The-World-lyrics
ML355,Ringo Starr,It Don't Come Easy,relaxed,https://genius.com/Ringo-Starr-It-Dont-Come-Easy-lyrics
ML356,Shontelle,Perfect Nightmare,angry,https://genius.com/Shontelle-Perfect-Nightmare-lyrics
ML357,Kesha,Your Love Is My Drug,happy,https://genius.com/Kesha-Your-Love-Is-My-Drug-lyrics
ML358,Shenandoah,I Want To Be Loved Like That,happy,https://genius.com/Shenandoah-I-Want-To-Be-Loved-Like-That-lyrics
ML359,George Strait,Baby Blue,relaxed,https://genius.com/George-Strait-Baby-Blue-lyrics
ML360,Porter Wagoner,"Green, Green Grass Of Home",relaxed,https://genius.com/Porter-Wagoner-Green-Green-Grass-Of-Home-lyrics
ML361,John Anderson,Wild And Blue,relaxed,https://genius.com/John-Anderson-Wild-And-Blue-lyrics
ML362,Merle Haggard,Rainbow Stew,relaxed,https://genius.com/Merle-Haggard-Rainbow-Stew-lyrics
ML363,Juice Newton,Angel Of The Morning,relaxed,https://genius.com/Juice-Newton-Angel-Of-The-Morning-lyrics
ML364,Randy Travis,If I Didn't Have You,sad,https://genius.com/Randy-Travis-If-I-Didnt-Have-You-lyrics
ML365,Johnny Cash,Ring Of Fire,angry,https://genius.com/Johnny-Cash-Ring-Of-Fire-lyrics
ML366,Willie Nelson,Always On My Mind,relaxed,https://genius.com/Willie-Nelson-Always-On-My-Mind-lyrics
ML367,Dwight Yoakam,Honky Tonk Man,relaxed,https://genius.com/Dwight-Yoakam-Honky-Tonk-Man-lyrics
ML368,Mark Chesnutt,Brother Jukebox,relaxed,https://genius.com/Mark-Chesnutt-Brother-Jukebox-lyrics
ML369,Cavo,Blame,sad,https://genius.com/Cavo-Blame-lyrics
ML370,Sammy Hagar,I Don't Need Love,happy,https://genius.com/Sammy-Hagar-I-Dont-Need-Love-lyrics
ML371,Alice Cooper,School's Out,sad,https://genius.com/Alice-Cooper-Schools-Out-lyrics
ML372,Kiss,Do You Love Me?,happy,https://genius.com/Kiss-Do-You-Love-Me-lyrics
ML373,Led Zeppelin,Nobody's Fault But Mine,sad,https://genius.com/Led-Zeppelin-Nobodys-Fault-But-Mine-lyrics
ML374,ZZ Top,Blue Jean Blues,relaxed,https://genius.com/ZZ-Top-Blue-Jean-Blues-lyrics
ML375,Thirty Seconds To Mars,This Is War,angry,https://genius.com/Thirty-Seconds-To-Mars-This-Is-War-lyrics
ML376,311,Love song,happy,https://genius.com/311-Love-song-lyrics
ML377,Marilyn Manson,Tainted Love,happy,https://genius.com/Marilyn-Manson-Tainted-Love-lyrics
ML378,Muse,Supermassive Black Hole,sad,https://genius.com/Muse-Supermassive-Black-Hole-lyrics
ML379,Three Days Grace,Pain,angry,https://genius.com/Three-Days-Grace-Pain-lyrics
ML380,The Cult,Fire Woman,angry,https://genius.com/The-Cult-Fire-Woman-lyrics
ML381,Nirvana,Polly,sad,https://genius.com/Nirvana-Polly-lyrics
ML382,Stone Temple Pilots,Unglued,sad,https://genius.com/Stone-Temple-Pilots-Unglued-lyrics
ML383,Jimmy Eat World,Pain,angry,https://genius.com/Jimmy-Eat-World-Pain-lyrics
ML384,Blink-182,I Miss You,sad,https://genius.com/Blink-182-I-Miss-You-lyrics
ML385,Cake,Sick Of You,sad,https://genius.com/Cake-Sick-Of-You-lyrics
ML386,Metric,Eclipse ,angry,http://www.songlyrics.com/metric/Eclipse-lyrics
ML387,Cake,War Pigs,angry,https://genius.com/Cake-War-Pigs-lyrics
ML388,Marilyn Manson,The Fight Song,angry,https://genius.com/Marilyn-Manson-The-Fight-Song-lyrics
ML389,Muse,Map Of The Problematique,sad,https://genius.com/Muse-Map-Of-The-Problematique-lyrics
ML390,The Temptations,I Want A Love I Can See,happy,https://genius.com/The-Temptations-I-Want-A-Love-I-Can-See-lyrics
ML391,Alejandro Fernandez,Matalas,sad,https://genius.com/Alejandro-Fernandez-Matalas-lyrics
ML392,Mary J. Blige,I Love You,happy,https://genius.com/Mary-J-Blige-I-Love-You-lyrics
ML393,Liquits,Desde Que,sad,https://genius.com/Liquits-Desde-Que-lyrics
ML394,Pedro Infante,Luna De Octubre,sad,https://genius.com/Pedro-Infante-Luna-De-Octubre-lyrics
ML395,Bobby Vinton,Mr. Lonely,sad,https://genius.com/Bobby-Vinton-Mr-Lonely-lyrics
ML396,Tommy James & The Shondells,Crystal Blue Persuasion,relaxed,https://genius.com/Tommy-James-and-The-Shondells-Crystal-Blue-Persuasion-lyrics
ML397,Victor Manuelle,Nunca Habia Llorado Asi ,sad,https://genius.com/Victor-Manuelle-Nunca-Habia-Llorado-Asi-lyrics
ML398,Ian Van Dahl,Will I,happy,https://genius.com/Ian-Van-Dahl-Will-I-lyrics
ML399,Kosheen,Hide U,angry,https://genius.com/Kosheen-Hide-U-lyrics
ML400,Ronnie Milsap,Stranger In My House,relaxed,https://genius.com/Ronnie-Milsap-Stranger-In-My-House-lyrics
ML401,Hank Williams,Your Cheatin' Heart,relaxed,https://genius.com/Hank-Williams-Your-Cheatin-Heart-lyrics
ML402,Mark Chesnutt,Your Love Is A Miracle,happy,https://genius.com/Mark-Chesnutt-Your-Love-Is-A-Miracle-lyrics
ML403,Dolly Parton,Real Love,happy,https://genius.com/Dolly-Parton-Real-Love-lyrics
ML404,Patty Loveless,I'm That Kind Of Girl,relaxed,https://genius.com/Patty-Loveless-Im-That-Kind-Of-Girl-lyrics
ML405,The Marshall Tucker Band,Heard It In A Love Song,happy,https://genius.com/The-Marshall-Tucker-Band-Heard-It-In-A-Love-Song-lyrics
ML406,T. Graham Brown,I Tell It Like It Used To Be,happy,https://genius.com/T-Graham-Brown-I-Tell-It-Like-It-Used-To-Be-lyrics
ML407,Marty Stuart,Burn Me Down,angry,https://genius.com/Marty-Stuart-Burn-Me-Down-lyrics
ML408,George Strait,Let's Fall To Pieces Together,sad,https://genius.com/George-Strait-Lets-Fall-To-Pieces-Together-lyrics
ML409,Sammi Smith,Help Me Make It Through The Night,sad,https://genius.com/Sammi-Smith-Help-Me-Make-It-Through-The-Night-lyrics
ML410,Dolly Parton,Love Is Like A Butterfly,relaxed,https://genius.com/Dolly-Parton-Love-Is-Like-A-Butterfly-lyrics
ML411,Dolly Parton,I Will Always Love You,happy,https://genius.com/Dolly-Parton-I-Will-Always-Love-You-lyrics
ML412,Emmylou Harris,Queen Of The Silver Dollar,relaxed,https://genius.com/Emmylou-Harris-Queen-Of-The-Silver-Dollar-lyrics
ML413,Earl Thomas Conley,I Can't Win For Losin' You,happy,https://genius.com/Earl-Thomas-Conley-I-Cant-Win-For-Losin-You-lyrics
ML414,Charley Pride,Kiss An Angel Good Mornin',happy,https://genius.com/Charley-Pride-Kiss-An-Angel-Good-Mornin-lyrics
ML415,The Judds,Love Can Build A Bridge,happy,https://genius.com/The-Judds-Love-Can-Build-A-Bridge-lyrics
ML416,Jack Ingram,Mustang Burn,angry,https://genius.com/Jack-Ingram-Mustang-Burn-lyrics
ML417,George Strait,TRUE,relaxed,https://genius.com/George-Strait-TRUE-lyrics
ML418,Vince Gill,When I Call Your Name,sad,https://genius.com/Vince-Gill-When-I-Call-Your-Name-lyrics
ML419,Alabama,Old Flame,angry,https://genius.com/Alabama-Old-Flame-lyrics
ML420,Dwight Yoakam,Please Please Baby,relaxed,https://genius.com/Dwight-Yoakam-Please-Please-Baby-lyrics
ML421,Eddie Rabbitt,You And I,happy,https://genius.com/Eddie-Rabbitt-You-And-I-lyrics
ML422,Dwight Yoakam,Ain't That Lonely Yet,sad,https://genius.com/Dwight-Yoakam-Aint-That-Lonely-Yet-lyrics
ML423,Jonatha Brooke,Little Bird,relaxed,https://genius.com/Jonatha-Brooke-Little-Bird-lyrics
ML424,Quincy Jones,Killer Joe,sad,https://genius.com/Quincy-Jones-Killer-Joe-lyrics
ML425,Roberta Flack & Donny Hathaway,Where Is The Love,happy,https://genius.com/Roberta-Flack-and-Donny-Hathaway-Where-Is-The-Love-lyrics
ML426,Jon B.,Someone To Love ,happy,https://genius.com/Jon-B-Someone-To-Love-lyrics
ML427,Jack Ingram,Love You,happy,https://genius.com/Jack-Ingram-Love-You-lyrics
ML428,Taylor Dayne,I'll Always Love You,happy,https://genius.com/Taylor-Dayne-Ill-Always-Love-You-lyrics
ML429,Santana,Whole Lotta Love ,happy,https://genius.com/Santana-Whole-Lotta-Love-lyrics
ML430,Soundgarden,Let Me Drown,angry,https://genius.com/Soundgarden-Let-Me-Drown-lyrics
ML431,Alice Cooper,Poison,angry,https://genius.com/Alice-Cooper-Poison-lyrics
ML432,Dokken,Alone Again,sad,https://genius.com/Dokken-Alone-Again-lyrics
ML433,Iron Maiden,Phantom Of The Opera,sad,https://genius.com/Iron-Maiden-Phantom-Of-The-Opera-lyrics
ML434,Scorpions,Animal Magnetism,happy,https://genius.com/Scorpions-Animal-Magnetism-lyrics
ML435,Black Sabbath,The Devil Cried,angry,https://genius.com/Black-Sabbath-The-Devil-Cried-lyrics
ML436,The Who,Long Live Rock,sad,https://genius.com/The-Who-Long-Live-Rock-lyrics
ML437,Led Zeppelin,Bring It On Home,relaxed,https://genius.com/Led-Zeppelin-Bring-It-On-Home-lyrics
ML438,Scorpions,Coming Home,relaxed,https://genius.com/Scorpions-Coming-Home-lyrics
ML439,Brian McKnight,Love Of My Life,happy,https://genius.com/Brian-McKnight-Love-Of-My-Life-lyrics
ML440,Lionel Richie,Penny Lover,happy,https://genius.com/Lionel-Richie-Penny-Lover-lyrics
ML441,Lisa Stansfield,Change,happy,https://genius.com/Lisa-Stansfield-Change-lyrics
ML442,Celine Dion,Love Can Move Mountains,happy,https://genius.com/Celine-Dion-Love-Can-Move-Mountains-lyrics
ML443,Jah Cure,Love Is,happy,https://genius.com/Jah-Cure-Love-Is-lyrics
ML444,Jody Watley,Looking For A New Love,happy,https://genius.com/Jody-Watley-Looking-For-A-New-Love-lyrics
ML445,Bobby Darin,Dream Lover,relaxed,https://genius.com/Bobby-Darin-Dream-Lover-lyrics
ML446,The Archies,"Sugar, Sugar",relaxed,https://genius.com/The-Archies-Sugar-Sugar-lyrics
ML447,Gwen Mccrae,Rockin' Chair,relaxed,https://genius.com/Gwen-Mccrae-Rockin-Chair-lyrics
ML448,Whitney Houston,You Give Good Love,happy,https://genius.com/Whitney-Houston-You-Give-Good-Love-lyrics
ML449,Paul Anka,Puppy Love,happy,https://genius.com/Paul-Anka-Puppy-Love-lyrics
ML450,Harold Melvin & The Blue Notes,Don't Leave Me This Way,happy,https://genius.com/Harold-Melvin-and-The-Blue-Notes-Dont-Leave-Me-This-Way-lyrics
ML451,Gyptian,Beautiful Lady,relaxed,https://genius.com/Gyptian-Beautiful-Lady-lyrics
ML452,Bob Marley & The Wailers,So Much Trouble In The World,angry,https://genius.com/Bob-Marley-and-The-Wailers-So-Much-Trouble-In-The-World-lyrics
ML453,Donna Summer,Love To Love You Baby,happy,https://genius.com/Donna-Summer-Love-To-Love-You-Baby-lyrics
ML454,Donna Summer,I Feel Love,happy,https://genius.com/Donna-Summer-I-Feel-Love-lyrics
ML455,New Edition,Lost In Love,happy,https://genius.com/New-Edition-Lost-In-Love-lyrics
ML456,Duane Stephenson,Cottage In Negril,relaxed,https://genius.com/Duane-Stephenson-Cottage-In-Negril-lyrics
ML457,Beyonce,Dangerously In Love,happy,https://genius.com/Beyonce-Dangerously-In-Love-lyrics
ML458,Rihanna,Russian Roulette,angry,https://genius.com/Rihanna-Russian-Roulette-lyrics
ML459,Michael Jackson,Gone Too Soon,relaxed,https://genius.com/Michael-Jackson-Gone-Too-Soon-lyrics
ML460,Shania Twain,From This Moment On,relaxed,https://genius.com/Shania-Twain-From-This-Moment-On-lyrics
ML461,Julio Iglesias,My Love,happy,https://genius.com/Julio-Iglesias-My-Love-lyrics
ML462,"Phillips, Craig & Dean",You Are God Alone,happy,https://genius.com/Phillips-Craig-and-Dean-You-Are-God-Alone-lyrics
ML463,Matt Brouwer,"Father, I Adore You",happy,https://genius.com/Matt-Brouwer-Father-I-Adore-You-lyrics
ML464,Counting Crows,Accidentally In Love,happy,https://genius.com/Counting-Crows-Accidentally-In-Love-lyrics
ML465,Fistful Of Mercy,Father's Son,sad,https://genius.com/Fistful-Of-Mercy-Fathers-Son-lyrics
ML466,Greg Laswell,Take Everything ,relaxed,https://genius.com/Greg-Laswell-Take-Everything-lyrics
ML467,A Flock Of Seagulls,Space Age Love Song,happy,https://genius.com/A-Flock-Of-Seagulls-Space-Age-Love-Song-lyrics
ML468,Peter Gabriel,Shock The Monkey,sad,https://genius.com/Peter-Gabriel-Shock-The-Monkey-lyrics
ML469,Los Tigres Del Norte,Jose Perez Leon,sad,https://genius.com/Los-Tigres-Del-Norte-Jose-Perez-Leon-lyrics
ML470,The Beatles,P.S. I Love You,happy,https://genius.com/The-Beatles-PS-I-Love-You-lyrics
ML471,Portugal. The Man,People Say,angry,https://genius.com/Portugal-The-Man-People-Say-lyrics
ML472,Concrete Blonde,Joey,angry,https://genius.com/Concrete-Blonde-Joey-lyrics
ML473,Bruce Springsteen,I'm On Fire,angry,https://genius.com/Bruce-Springsteen-Im-On-Fire-lyrics
ML474,Sufjan Stevens,Vesuvius,angry,https://genius.com/Sufjan-Stevens-Vesuvius-lyrics
ML475,Fastball,Out Of My Head,sad,https://genius.com/Fastball-Out-Of-My-Head-lyrics
ML476,Dire Straits,So Far Away,relaxed,https://genius.com/Dire-Straits-So-Far-Away-lyrics
ML477,Train,Cab,sad,https://genius.com/Train-Cab-lyrics
ML478,Blind Faith,Can't Find My Way Home,relaxed,https://genius.com/Blind-Faith-Cant-Find-My-Way-Home-lyrics
